FileName,GPSAltitude,GPSAltitudeRef,GPSCoordinates,GPSDateStamp,GPSDateTime,GPSDestBearing,GPSDestBearingRef,GPSDOP,GPSHPositioningError,GPSImgDirection,GPSImgDirectionRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSPosition,GPS_Lat_Deg,GPS_Lat_Min,GPS_Lat_Sec,latitude,GPS_Lon_Deg,GPS_Lon_Min,GPS_Lon_Sec,longitude
20190322_100336_GH011245.mp4,,,"33 deg 34' 27.48"" N, 117 deg 50' 25.08"" W",,,,,,,,,"33 deg 34' 27.48"" N",,"117 deg 50' 25.08"" W",,"33 deg 34' 27.48"" N, 117 deg 50' 25.08"" W",33,34,27.48,33.5743,117,50,25.08,-116.1597
20190322_100712 GOPR1246.JPG,32.7 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 17:07:12Z,,,,,,,"33 deg 34' 27.19"" N",North,"117 deg 50' 25.49"" W",West,"33 deg 34' 27.19"" N, 117 deg 50' 25.49"" W",33,34,27.19,33.57421944,117,50,25.49,-116.1595861
20190322_100712_SW.JPG,32.7 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 17:07:12Z,,,,,,,"33 deg 34' 27.19"" N",North,"117 deg 50' 25.49"" W",West,"33 deg 34' 27.19"" N, 117 deg 50' 25.49"" W",33,34,27.19,33.57421944,117,50,25.49,-116.1595861
20190322_102016 GOPR1247.JPG,31.1 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 17:20:16Z,,,,,,,"33 deg 34' 27.40"" N",North,"117 deg 50' 25.42"" W",West,"33 deg 34' 27.40"" N, 117 deg 50' 25.42"" W",33,34,27.4,33.57427778,117,50,25.42,-116.1596056
20190322_102026 GOPR1248.JPG,32.2 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 17:20:26Z,,,,,,,"33 deg 34' 27.41"" N",North,"117 deg 50' 25.44"" W",West,"33 deg 34' 27.41"" N, 117 deg 50' 25.44"" W",33,34,27.41,33.57428056,117,50,25.44,-116.1596
20190322_110033 G0011249.JPG,31.5 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:00:32Z,,,,,,,"33 deg 34' 27.51"" N",North,"117 deg 50' 25.45"" W",West,"33 deg 34' 27.51"" N, 117 deg 50' 25.45"" W",33,34,27.51,33.57430833,117,50,25.45,-116.1595972
20190322_110707 GOPR1269.JPG,33.1 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:07:07Z,,,,,,,"33 deg 34' 28.61"" N",North,"117 deg 50' 24.82"" W",West,"33 deg 34' 28.61"" N, 117 deg 50' 24.82"" W",33,34,28.61,33.57461389,117,50,24.82,-116.1597722
20190322_110714 GOPR1270.JPG,33.7 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:07:14Z,,,,,,,"33 deg 34' 28.68"" N",North,"117 deg 50' 24.91"" W",West,"33 deg 34' 28.68"" N, 117 deg 50' 24.91"" W",33,34,28.68,33.57463333,117,50,24.91,-116.1597472
20190322_110718 GOPR1271.JPG,33.5 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:07:18Z,,,,,,,"33 deg 34' 28.71"" N",North,"117 deg 50' 24.94"" W",West,"33 deg 34' 28.71"" N, 117 deg 50' 24.94"" W",33,34,28.71,33.57464167,117,50,24.94,-116.1597389
20190322_111330_MVIMG_JW.jpg,0 m Above Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:13:26Z,,,22.313,,,,"33 deg 34' 29.60"" N",North,"117 deg 50' 24.83"" W",West,"33 deg 34' 29.60"" N, 117 deg 50' 24.83"" W",33,34,29.6,33.57488889,117,50,24.83,-116.1597694
20190322_111626_IMG_JW.jpg,26.4 m Below Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:16:17Z,,,16.079,,,,"33 deg 34' 30.97"" N",North,"117 deg 50' 26.23"" W",West,"33 deg 34' 30.97"" N, 117 deg 50' 26.23"" W",33,34,30.97,33.57526944,117,50,26.23,-116.1593806
20190322_111651_IMG_JW.jpg,0 m Above Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:16:52Z,,,16.454,,,,"33 deg 34' 30.16"" N",North,"117 deg 50' 25.26"" W",West,"33 deg 34' 30.16"" N, 117 deg 50' 25.26"" W",33,34,30.16,33.57504444,117,50,25.26,-116.15965
20190322_111725_IMG_JW.jpg,0 m Above Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:17:23Z,,,24.533,,,,"33 deg 34' 30.09"" N",North,"117 deg 50' 24.77"" W",West,"33 deg 34' 30.09"" N, 117 deg 50' 24.77"" W",33,34,30.09,33.575025,117,50,24.77,-116.1597861
20190322_111725_SW.jpg,0 m Above Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:17:23Z,,,24.533,,,,"33 deg 34' 30.09"" N",North,"117 deg 50' 24.77"" W",West,"33 deg 34' 30.09"" N, 117 deg 50' 24.77"" W",33,34,30.09,33.575025,117,50,24.77,-116.1597861
20190322_111728_IMG_JW.jpg,0 m Above Sea Level,Below Sea Level,,2019:03:22,2019:03:22 18:17:23Z,,,24.533,,,,"33 deg 34' 30.09"" N",North,"117 deg 50' 24.77"" W",West,"33 deg 34' 30.09"" N, 117 deg 50' 24.77"" W",33,34,30.09,33.575025,117,50,24.77,-116.1597861
